id,name
44621,Машинист по цементажу скважин
44622,Машинист предформователя
44623,Машинист пресса
44624,Машинист пресс-гранулятора
44625,Машинист пресспата (сеточник)
44626,Машинист прикатной машины
44627,Машинист приклеечной машины
44628,Машинист прокатной машины
44629,Машинист прокатной машины термостойкого стекла и стеклопрофилита
44630,Машинист промывочного агрегата
44631,Машинист промывочной машины
44632,Машинист промывочно-сушильно-ширильно-стабилизационной линии
44633,Машинист промывочных машин
44634,Машинист пропиточного агрегата
44635,Машинист просеивающих установок
44636,Машинист протекторного агрегата
44637,Машинист протирочных машин
44638,Машинист профилировщика
44639,Машинист проходческого комплекса
44640,Машинист пруфера
44641,Машинист путепередвигателя
44642,Машинист пылевых насосов
44643,Машинист разводной машины
44644,Машинист разволакнивающей машины
44645,Машинист разливочной машины
44646,Машинист разливочной машины
44647,Машинист разливочно-наполнительных автоматов
44648,Машинист размольного оборудования
44649,Машинист размораживающей установки
44650,Машинист расплеточной машины
44651,Машинист распределителя цемента аэрационного самоходного
44652,Машинист распределителя цемента гравитационного прицепного
44653,Машинист растворонасоса
44654,Машинист растворосмесителя передвижного
44655,Машинист расфасовочно-упаковочных машин
44656,Машинист ратинирующей машины
44657,Машинист реактивной установки
44658,Машинист реверсивной паровой машины прокатного стана
44659,Машинист регенерационной установки
44660,Машинист-регулировшик
44661,Машинист резальных машин
44662,Машинист резиносмесителя
44663,Машинист рекордерной машины
44664,Машинист релевочной машины
44665,Машинист ритуального оборудования
44666,Машинист рифлевальной машины
44667,Машинист ровничной машины
44668,Машинист рубильной машины
44669,Машинист рубительной машины
44670,Машинист рудоусреднительной машины
44671,Машинист рушальных установок
44672,Машинист рыбомучной установки
44673,Машинист рыбоподъемника
44674,Машинист рыбопромысловых машин и механизмов
44675,Машинист рыхлительных машин
44676,Машинист самоходного весоповерочного вагона
44677,Машинист самоходного кабелепередвижчика
44678,Машинист самоходной газорастворомешалки
44679,Машинист сбивальных машин
44680,Машинист семеочистительных машин
44681,Машинист семешлифовальных машин
44682,Машинист силиконовой машины
44683,Машинист сквиджевого станка
44684,Машинист скипового подъемника
44685,Машинист скрепера
44686,Машинист скрепера
44687,Машинист скрепера (скреперист)
44688,Машинист скреперной лебедки
44689,Машинист слитколомателя
44690,Машинист слюдовыборочной установки
44691,Машинист слюдопластоделательной машины
44692,Машинист смесительного агрегата
44693,Машинист смесительной установки гидрозакладки
44694,Машинист смесительных барабанов
44695,Машинист смесителя асфальтобетона передвижного
44696,Машинист солекомбайна
44697,Машинист солеобогатительной установки
44698,Машинист солеуборочного комбайна
44699,Машинист сортировки
44700,Машинист сортировочного автомата
44701,Машинист сплоточной (сортировочной) машины
44702,Машинист сталеструйной машины
44703,Машинист стрейнера
44704,Машинист сублимационных установок
44705,Машинист сухих доковых установок
44706,Машинист сушильной установки
44707,Машинист сушильных агрегатов
44708,Машинист сцены
44709,Машинист сшивальной машины
44710,Машинист сырьевых мельниц
44711,Машинист табакорезальных машин
44712,Машинист-таблетировщик
44713,Машинист телескопических трапов
44714,Машинист тельфера
44715,Машинист тепловоза
44716,Машинист термодисперсионной установки
44717,Машинист термостабилизационной машины
44718,Машинист терочных машин
44719,Машинист тестомесильных машин
44720,Машинист тесторазделочных машин
44721,Машинист тетрадных агрегатов
44722,Машинист технологических компрессоров
44723,Машинист технологических насосов
44724,Машинист топливоподачи
44725,Машинист торфодобываюшего экскаватора
44726,Машинист трамбовки
44727,Машинист-транспортировщик горячего металла
44728,Машинист трелевочной машины
44729,Машинист трубной машины
44730,Машинист трубогибочной установки передвижной
44731,Машинист трубоочистительной машины
44732,Машинист трубоукладчика
44733,Машинист трубочной машины (трубочник)
44734,Машинист тягового агрегата
44735,Машинист уборочных машин
44736,Машинист угольных мельниц
44737,Машинист укладчика асфальтобетона
44738,Машинист упаковочной машины
44739,Машинист уплотняющей и планировочноуплотняющей машины
44740,Машинист установки передвижной автоматизированной непрерывного действия для приготовления бетонных смесей
44741,Машинист установки по бурению стволов шахт полным сечением
44742,Машинист установки по испытанию железобетонных изделий и конструкций
44743,Машинист установки по обработке транспортных средств
44744,Машинист установки по приготовлению пульпы
44745,Машинист установки по продавливанию и горизонтальному бурению грунта
44746,Машинист установки по разрушению негабаритов горной массы
44747,Машинист установки по расщеплению слюды
44748,Машинист установки самоклеящихся пленок
44749,Машинист установки сухого тушения кокса
44750,Машинист установок обогащения и брикетирования
44751,Машинист установок по обслуживанию подвижного состава
44752,Машинист фальцевальных машин
44753,Машинист фиксационных машин
44754,Машинист фильтроделательных машин
44755,Машинист фильтр-пресса
44756,Машинист финишера
44757,Машинист формовочного агрегата
44758,Машинист формовочной машины
44759,Машинист формующе-завертывающего полу-автомата
44760,Машинист формующих машин
44761,Машинист фрезагрегата
44762,Машинист фрезерно-зачистной машины
44763,Машинист холодильника
44764,Машинист холодильной установки по замораживанию грунтов
44765,Машинист холодильных установок
44766,Машинист цементных мельниц
44767,Машинист центрального теплового щита управления котлами
44768,Машинист центрального теплового щита управления паровыми турбинами
44769,Машинист чаезавялочно-фиксационных машин
44770,Машинист чаезавялочных машин
44771,Машинист чаескручивающих машин
44772,Машинист чаесушильных машин
44773,Машинист чесальных и мешальных машин
44774,Машинист шахтных холодильных установок
44775,Машинист швейных машин и автоматов
44776,Машинист шихтоподачи
44777,Машинист шламовых насосов
44778,Машинист шоколадо-отделочных машин
44779,Машинист шпрединг-машины
44780,Машинист шприц-машины
44781,Машинист шпулезаверточных и конусных машин
44782,Машинист штабелеформирующей машины
44783,Машинист штукатурной станции передвижной
44784,Машинист штыревого крана
44785,Машинист шурфопроходческого агрегата
44786,Машинист эксгаустера
44787,Машинист экскаватора
44788,Машинист экскаватора одноковшового
44789,Машинист экскаватора роторного
44790,Машинист экструдера
44791,Машинист экструзионного пресса
44792,Машинист электрического оборудования землесосных плавучих несамоходных снарядов и грунтонасосных установок
44793,Машинист электровоза
44794,Машинист электровоза металлургического цеха
44795,Машинист электровоза тушильного вагона
44796,Машинист электролафета
44797,Машинист электролебедки
44798,Машинист электропоезда
44799,Машинист электросварочного передвижного агрегата с двигателем внутреннего сгорания
44800,Машинист электростанции передвижной
44801,Машинист энергоблока
44802,Машинист энсонитной машины
44803,Машинист эскалатора
44804,Медник
44805,Медник по изготовлению судовых изделий
44806,Мездрильщик
44807,Мездрильщик шкур
44808,Мездрильщик шкурок кроликов
44809,Меланжист
44810,Мельник
44811,Мельник деревообрабатывающего производства
44812,Мельник извести
44813,Мельник минерального сырья
44814,Мельник эмалевых материалов
44815,Металлизатор
44816,Металлизатор электрокерамических изделий
44817,Механизатор (докер-механизатор) комплексной бригады на погрузочно-разгрузочных работах
44818,Механик по обслуживанию ветроустановок
44819,Механик по обслуживанию звуковой техники
44820,Механик по обслуживанию кинотелевизионного оборудования
44821,Механик по обслуживанию съемочной техники
44822,Механик по техническим видам спорта
44823,Механик по обслуживанию телевизионного оборудования
44824,Механик протезно-ортопедических изделий
44825,Мешальщик керамического шликера
44826,Мешальщик сухой массы (для свинцовых аккумуляторов)
44827,Мешальщик угольных масс
44828,Миксеровой
44829,Миксовщик
44830,Моделировщик искусственных зубов
44831,Модельер колодок
44832,Модельер коробок
44833,Модельер ортопедической обуви
44834,Модельщик архитектурных деталей
44835,Модельщик аэрогидродинамических моделей из металла
44836,Модельщик аэрогидродинамических моделей из неметалла
44837,Модельщик выплавляемых моделей
44838,Модельщик гипсовых моделей
44839,Модельщик керамического производства
44840,Модельщик наглядных пособий
44841,Модельщик по деревянным моделям
44842,Модельщик по металлическим моделям
44843,Модельщик по моделям из эпоксидных смол
44844,Модельщик резиновой обуви
44845,Модельщик скульптурного производства
44846,Модельщик стеклопластиков
44847,Модистка головных уборов
44848,Мозаичник
44849,Мозаичник монументально-декоративной живописи
44850,Мойщик ковров
44851,Мойщик колб с применением кислотных растворов
44852,Мойщик летательных аппаратов
44853,Мойщик мездры и волоса
44854,Мойщик мокрых отходов
44855,Мойщик покрышек
44856,Мойщик посуды
44857,Мойщик посуды и ампул
44858,Мойщик-сушильщик металла
44859,Мойщик сыра
44860,Мойщик-уборщик подвижного состава
44861,Мойщик фибры
44862,Мойщик холстов
44863,Мойщик шерсти (валяльно-войлочное производство)
44864,Мойщик шерсти (шерстяное производство)
44865,Мойщик щетины и волоса
44866,Моллировщик стекла
44867,Монтажист
44868,Монтажник
44869,Монтажник аппаратуры специальных головных уборов
44870,Монтажник-вакуумщик
44871,Монтажник геодезических знаков
44872,Монтажник гидроагрегатов
44873,Монтажник горного оборудования
44874,Монтажник дробильно-размольного оборудования и оборудования для сортировки и обогащения
44875,"Монтажник компрессоров, насосов и вентиляторов"
44876,Монтажник металлорежущего и кузнечно-прессового оборудования
44877,Монтажник механического оборудования гидротехнических сооружений
44878,Монтажник микромодулей
44879,Монтажник на ремонте ванн
44880,Монтажник на ремонте печей
44881,Монтажник наружных трубопроводов
44882,Монтажник негатива
44883,Монтажник оборудования атомных электрических станций
44884,Монтажник оборудования блокировки и централизации на железнодорожном транспорте
44885,Монтажник оборудования деревообрабатывающих предприятий
44886,Монтажник оборудования зернохранилищ и предприятий по промышленной переработке зерна
44887,Монтажник оборудования коксохимических производств
44888,Монтажник оборудования котельных установок
44889,Монтажник оборудования металлургических заводов
44890,Монтажник оборудования предприятий пищевой промышленности
44891,Монтажник оборудования предприятий полиграфической промышленности
44892,Монтажник оборудования предприятий строительных материалов
44893,Монтажник оборудования предприятий текстильной промышленности
44894,Монтажник оборудования предприятий химической и нефтяной промышленности
44895,Монтажник оборудования предприятий целлюлозно-бумажной промышленности
44896,Монтажник оборудования связи
44897,Монтажник оборудования сортировочных горок
44898,Монтажник оборудования холодильных установок
44899,Монтажник подъемно-транспортного оборудования непрерывного действия
44900,Монтажник подъемно-транспортного оборудования прерывного действия
44901,Монтажник позитива
44902,Монтажник по монтажу стальных и железобетонных конструкций
44903,"Монтажник приборов и аппаратуры автоматического контроля, регулирования и управления"
44904,Монтажник радио- и специального оборудования летательных аппаратов
44905,Монтажник радиоэлектронной аппаратуры и приборов
44906,Монтажник реакционных аппаратов
44907,Монтажник санитарно-технических систем и оборудования
44908,Монтажник санитарно-технического оборудования
44909,Монтажник связи ¦ антенщик
44910,Монтажник связи ¦ кабельщик
44911,Монтажник связи ¦ линейщик
44912,Монтажник связи ¦ спайщик
44913,Монтажник селеновых выпрямителей
44914,Монтажник сельскохозяйственного оборудования
44915,"Монтажник систем вентиляции, кондиционирования воздуха, пневмотранспорта и аспирации"
44916,Монтажник строительных машин и механизмов
44917,Монтажник тензорезисторов
44918,Монтажник технологических трубопроводов
44919,Монтажник технологического оборудования и связанных с ним конструкций
44920,Монтажник трелевочного и погрузочного оборудования
44921,Монтажник турбоагрегатов и синхронных компенсаторов
44922,Монтажник-установщик внешней арматуры
44923,Монтажник фотокомплекта ¦Момент¦
44924,Монтажник шахтного оборудования на поверхности
44925,Монтажник экспозиции и художественно оформительских работ
44926,Монтажник электрических подъемников (лифтов)
44927,Монтажник электрооборудовання летательных аппаратов
44928,Монтажник элементов памяти на ферритах
44929,Монтер кабельного производства
44930,Монтер по защите подземных трубопроводов от коррозии
44931,Монтер пути
44932,Монтер судовых средств безопасности
44933,Монтер судоходной обстановки
44934,Монтировщик вентилей
44935,Монтировщик влажных препаратов
44936,Монтировщик изделий из драгоценных металлов
44937,Монтировщик изделий из камня
44938,Монтировщик искусственных зубов
44939,Монтировщик костных препаратов
44940,Монтировщик микросрезов
44941,Монтировщик муляжей и моделей
44942,Монтировщик остеологических коллекций
44943,Монтировщик скелетов мелких животных
44944,Монтировщик стеклометаллизированной нити
44945,Монтировщик сухих биологических объектов
44946,Монтировщик сцены
44947,Монтировщик технологических коллекций
44948,Монтировщик шин
44949,Монтировщик шинопневматических муфт
44950,Мостовщик
44951,Мотальщик
44952,Моторист автоматизированной топливоподачи
44953,Моторист багерной (шламовой) насосной
44954,Моторист бетоносмесительных установок
44955,Моторист буровой установки
44956,Моторист вентиляционной установки
44957,Моторист водосброса
44958,Моторист (машинист)
44959,Моторист (машинист) рефрижераторных установок
44960,Моторист механической лопаты
44961,Моторист на подаче крокусной суспензии
44962,Моторист передаточной тележки
44963,Моторист поворотного круга
44964,Моторист по уборке оборудования электростанций
44965,Моторист промывочного прибора по извлечению металла
44966,Моторист рапокачки
44967,Моторист самостоятельного управления судовым двигателем
44968,Моторист самоходной каротажной станции
44969,Моторист-смазчик
44970,Моторист смесителя и мешалки
44971,Моторист теплой промывки котлов паровозов
44972,Моторист транспортирующих механизмов
44973,Моторист триера
44974,Моторист трюмный
44975,Моторист установки по перекачиванию битума
44976,Моторист холодильного барабана
44977,Моторист цементировочного агрегата
44978,Моторист цементопескосмесительного агрегата
44979,Моторист электродвигателей
44980,Моторист электроразведочной станции
44981,Муляжист
44982,Мягчильщик
44983,Набивальщик валиков и фильтров
44984,Набивальщик наконечников на шнур
44985,Набивальщик трубчатых электронагревателей
44986,Набивщик блоков
44987,Набивщик изделий
44988,Набивщик одонков
44989,Набойщик рисунков
44990,Набойщик рисунков манерами
44991,Набойщик рисунков на обои
44992,Наборщик блока из остеклованных стержней
44993,Наборщик бумажных валов
44994,Наборщик ворсовальных рамок
44995,Наборщик вручную
44996,Наборщик деталей часов и камней
44997,Наборщик зубцов и петель
44998,Наборщик игольно-платинных изделий
44999,Наборщик керамических плиток в ковры
45000,Наборщик ковриков из мозаичной плитки
45001,Наборщик на машинах
45002,Наборщик на наборно-печатающих машинках
45003,Наборщик на наборно-строкоотливных машинах
45004,Наборщик облицовочных материалов для мебели
45005,Наборщик пакетов листов и труб
45006,Наборщик проб в шахте
45007,Наборщик ремиз
45008,Наборщик рисунка
45009,Наборщик рисунчатых валов
45010,Наборщик стекломассы
45011,Наборщик стопоров
45012,Наборщик текстолитовых ободов
45013,Наборщик цен
45014,Навалоотбойщик
45015,Навальщик-свальщик лесоматериалов
45016,Навальщик соли в бассейнах
45017,Навесчик заготовок
45018,Навесчик стекла
45019,Навивальщик основ
45020,Навивщик картона
45021,Навивщик магнитопроводов
45022,Навивщик металлокордного полотна
45023,Навивщик пружин
45024,Навойщик-проборщик основы металлосеток
45025,Нагревальщик металла
45026,Нагревальщик (сварщик) металла
45027,Нагревальщик цветных металлов
45028,Наездник
45029,Наждачник
45030,Накалывальщик растительного войлока
45031,Накатчик
45032,Накатчик бумагоделательной (картоно-делательной) машины
45033,Накатчик изделий
45034,Накатчик клеильно-сушильной машины
45035,Накатчик машины для покрытия бумаги полиэтиленовой пленкой
45036,Накатчик-обкатчик
45037,Накатчик пергаментной машины
45038,Накатчик полировальных кругов
45039,Накатчик пресспата
45040,Накатчик резьбы цоколей
45041,Накатчик рисунков
45042,"Накатчик ткани, полотна"
45043,Накладчик на печатных машинах
45044,Наклейщик вставок для ювелирных и художественных изделий
45045,Наклейщик заготовок
45046,Наклейщик орнамента на багет
45047,Наладчик автоматизированных вагон-весов
45048,Наладчик автоматических линий и агрегатных станков
45049,Наладчик автоматов и полуавтоматов
45050,Наладчик автоматов сварки выводов
45051,Наладчик автоматов элементного производства
45052,Наладчик асбестоцементного оборудования
45053,Наладчик геофизической аппаратуры
45054,Наладчик деревообрабатывающего оборудования
45055,Наладчик зуборезных и резьбофрезерных станков
45056,Наладчик зубофрезерных автоматов и полуавтоматов
45057,Наладчик контрольно-измерительных вагонов
45058,Наладчик контрольно-измерительных приборов и автоматики
45059,Наладчик кузнечно-прессового оборудования
45060,Наладчик литейных машин
45061,Наладчик машин и автоматических линий по производству изделий из пластмасс
45062,Наладчик моечных машин
45063,Наладчик-монтажник испытательного оборудования
45064,Наладчик настольных станков и прессов
45065,Наладчик оборудования в бумажном производстве
45066,Наладчик оборудования в производстве асбестовых технических изделий
45067,Наладчик оборудования в производстве аэрозольных упаковок
45068,Наладчик оборудования в производстве драгоценных металлов
45069,"Наладчик оборудования в производстве металлических канатов, сеток, пружин, щеток и цепей"
45070,Наладчик оборудования в производстве пищевой продукции
45071,Наладчик оборудования в производстве стекловолокна и стеклопластиков
45072,Наладчик оборудования в производстве стеновых и вяжущих материалов
45073,Наладчик оборудования в производстве теплоизоляционных материалов
45074,Наладчик оборудования железобетонного производства
45075,Наладчик оборудования жестяно-баночного производства
45076,Наладчик оборудования и агрегатов в термообработке
45077,Наладчик оборудования игольного производства
45078,Наладчик оборудования керамического производства
45079,Наладчик оборудования лакокрасочных покрытий
45080,Наладчик оборудования металлопокрытия и окраски
45081,Наладчик оборудования оптического производства
45082,Наладчик оборудования по обработке камня
45083,Наладчик оборудования по производству резиновых изделий и обуви
45084,Наладчик окомковательных машин
45085,Наладчик полиграфического оборудования
45086,Наладчик полуавтоматических установок аккумуляторного производства
45087,Наладчик поточно-автоматизированных линий производства сигарет
45088,"Наладчик приборов, аппаратуры и систем автоматического контроля, регулирования и управления (наладчик КИП и автоматики)"
45089,Наладчик железнодорожно-строительных машин и механизмов
45090,Наладчик ремизо-бердочного оборудования
45091,"Наладчик сборочных автоматов, полуавтоматов и автоматических линий"
45092,Наладчик сварочного и газоплазморезательного оборудования
45093,Наладчик сельскохозяйственных машин и тракторов
45094,Наладчик сортировочных автоматов
45095,Наладчик станков и манипуляторов с программным управлением
45096,Наладчик стекольных автоматов и полуавтоматов
45097,Наладчик строительных машин
45098,Наладчик технологического оборудования
45099,Наладчик технологического оборудования
45100,Наладчик ускорителей заряженных частиц
45101,Наладчик установок для синтеза алмазов и сверхтвердых материалов
45102,Наладчик формовочных и стержневых машин
45103,Наладчик холодноштамповочного оборудования
45104,Наладчик шлифовальных станков
45105,Намазчик аккумуляторных пластин
45106,Намазчик деталей
45107,Намазчик пасты
45108,Намазчик спичечных коробок
45109,Намазчик целлулоида
45110,Намазчик электропроводного слоя
45111,Намотчик бумажных цилиндров
45112,Намотчик иглиц
45113,Намотчик изоляционных остовов вводов
45114,Намотчик катушек
45115,Намотчик катушек для электроприборов и аппаратов
45116,Намотчик катушек и секций электромашин
45117,Намотчик катушек трансформаторов
45118,Намотчик материалов и полуфабрикатов
45119,Намотчик проволоки и тросов
45120,Намотчик пряжи
45121,Намотчик резисторов
45122,Намотчик ровничной машины
45123,Намотчик рулонов
45124,Намотчик секций конденсаторов
45125,Намотчик секций силовых конденсаторов
45126,Намотчик серпантина
45127,Намотчик сеток
45128,Намотчик спиралей и сеток
45129,Намотчик утка
45130,Намотчик фильтров
45131,Намотчик электроизоляционных изделий
45132,Намотчик электромагнитных сердечников
45133,Напайщик
45134,Наплавщик пластмассы
45135,Наполнитель ампул
45136,Наполнитель баллонов
45137,Наполнитель контейнеров
45138,Наполнитель приборов газами
45139,Наполнитель приборов жидкостями
45140,Нарезчик изделий из кости и рога
45141,Насадчик бобин
45142,Насадчик валов
45143,Насадчик дефибрерных камней
45144,Насадчик манжет
45145,Насадчик обуви
45146,Насекальщик карт
45147,Насекальщик мелющих камней
45148,"Насекальщик напильников, рашпилей и пил"
45149,Настильщик
45150,Настильщик
45151,Настильщик материалов
45152,Настильщик стекла
45153,Настильщик фильтр-полотен
45154,Настройщик духовых инструментов
45155,Настройщик музыкальных игрушек
45156,Настройщик пианино и роялей
45157,Настройщик полупроводниковых приборов
45158,Настройщик пьезорезонаторов
45159,Настройщик-регулировщик смычковых инструментов
45160,Настройщик щипковых инструментов
45161,Настройщик язычковых инструментов
45162,Насыпщик цемента
45163,Натяжчик сеток
45164,Нейтрализаторщик
45165,Нейтрализаторщик хромовой стружки
45166,Нейтрализаторщик цианистых растворов
45167,Нормализаторщик
45168,Носильщик
45169,Нотогравер
45170,Нотографик
45171,Нумеровщик
45172,Няня
45173,Обвальщик мяса
45174,Обвальщик тушек птицы
45175,Обвязчик агломератов
45176,Обвязчик электроугольных изделий
45177,Обдирщик алмазов
45178,Обдувщик абразивных изделий
45179,Обезвоживатель шлифзерна и шлифпорошков
45180,Обжарщик пищевых продуктов
45181,Обжигальщик
45182,Обжигальщик
45183,Обжигальщик в производстве стекла
45184,Обжигальщик в производстве теплоизоляционных материалов
45185,Обжигальщик графитовых стержней
45186,Обжигальщик игрушек
45187,Обжигальщик извести
45188,Обжигальщик изделий строительной керамики
45189,Обжигальщик керамических пигментов
45190,Обжигальщик ламп
45191,Обжигальщик массивных шин
45192,Обжигальщик материалов
45193,Обжигальщик металлической тары
45194,Обжигальщик на печах
45195,Обжигальщик отходов металла
45196,Обжигальщик прядильных деталей
45197,"Обжигальщик радиокерамики, пьезокерамики и ферритов"
45198,Обжигальщик рисовального угля
45199,Обжигальщик слюды
45200,Обжигальщик стеновых и вяжущих материалов
45201,Обжигальщик фарфоровых и фаянсовых изделий
45202,Обжигальщик электрокерамических изделий
45203,Обжигальщик электроугольных изделий
45204,Обжигальщик эмали
45205,Обжимщик электросоединителей
45206,Обкатчик клюквы
45207,Обкатчик подшипников
45208,Обкатчик труб
45209,Облицовщик деталей мебели
45210,Облицовщик-мозаичник
45211,Облицовщик-мраморщик
45212,Облицовщик музыкальных инструментов
45213,Облицовщик-плиточник
45214,Облицовщик-полировщик
45215,Облицовщик синтетическими материалами
45216,Обмазчик заслонов
45217,Обмазчик ковшей
45218,Обмазчик листов и труб
45219,Обмолотчик
45220,Обмотчик элементов электрических машин
45221,Обмуровщик кислотных резервуаров
45222,Обогатитель графита
45223,Обогатитель микропорошков
45224,Обогатитель отходов
45225,Обогатитель шлифзерна и шлифпорошков
45226,Обогатитель шлихов
45227,Обойщик
45228,Обойщик мебели
45229,Оборщик горных выработок
45230,Обработчик вентилей
45231,Обработчик ветсанбрака
45232,Обработчик винного сырья
45233,Обработчик виноматериалов и вина
45234,Обработчик воды
45235,Обработчик волокна и ткани
45236,"Обработчик волоса, шерсти и щетины"
45237,Обработчик вторичных шламов
45238,"Обработчик деталей, полуфабрикатов и изделий"
45239,Обработчик дрота
45240,Обработчик заготовок для туб
45241,Обработчик заготовок из стекловолокна
45242,Обработчик зуба берда
45243,Обработчик изделий из кости и рога
45244,Обработчик изделий из пластмасс
45245,Обработчик изделий из янтаря
45246,Обработчик икры
45247,Обработчик кожевенно-мехового сырья
45248,Обработчик колбасных изделий
45249,Обработчик коньячных спиртов и коньяков
45250,Обработчик крабов
45251,Обработчик кроликов
45252,Обработчик материалов латексом
45253,Обработчик матричных листов
45254,Обработчик меховых шкурок
45255,Обработчик морепродуктов
45256,Обработчик морского зверя
45257,Обработчик мясных туш
45258,Обработчик натриевых болванок
45259,Обработчик основы металлосеток
45260,Обработчик отходов виноделия
45261,Обработчик перламутра
45262,Обработчик пищевых продуктов и тары
45263,Обработчик поверхностных пороков металла
45264,Обработчик подошв
45265,Обработчик пробковых изделий
45266,Обработчик прутков сормайта
